Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-11-09,19.121,19.374,19.064,19.35,6616800,0.0,0.0
2021-11-10,19.391,19.595,19.358,19.505,6988900,0.0,0.0
2021-11-11,19.472,19.88,19.472,19.75,6778900,0.0,0.0
2021-11-12,19.709,19.88,19.497,19.66,6491500,0.0,0.0
2021-11-15,19.75,19.782,19.415,19.521,7302900,0.0,0.0
2021-11-16,19.554,19.652,19.415,19.521,4228300,0.0,0.0
2021-11-17,19.505,19.57,19.252,19.35,4037700,0.0,0.0
2021-11-18,19.35,19.415,19.105,19.317,5779300,0.0,0.0
2021-11-19,19.04,19.276,18.819,19.072,7545900,0.0,0.0
2021-11-22,19.358,19.619,19.097,19.284,6189600,0.0,0.0
2021-11-23,19.464,19.611,19.325,19.562,4894700,0.0,0.0
2021-11-24,19.57,19.741,19.448,19.554,5113300,0.0,0.0
2021-11-26,18.934,18.934,18.313,18.689,8458800,0.0,0.0
2021-11-29,19.063,19.146,18.569,18.792,7676300,0.195,0.0
2021-11-30,18.528,18.676,18.339,18.471,16124800,0.0,0.0
2021-12-01,18.857,18.956,18.141,18.158,8518200,0.0,0.0
2021-12-02,18.364,18.923,18.215,18.792,8062800,0.0,0.0
2021-12-03,18.841,18.948,18.273,18.446,9779800,0.0,0.0
2021-12-06,18.8,19.228,18.652,18.981,8455400,0.0,0.0
2021-12-07,19.096,19.392,19.014,19.104,8759800,0.0,0.0
2021-12-08,19.113,19.31,19.014,19.014,6288800,0.0,0.0
2021-12-09,18.915,19.113,18.759,18.923,5810600,0.0,0.0
2021-12-10,19.071,19.096,18.701,18.94,5177100,0.0,0.0
2021-12-13,18.857,18.89,18.462,18.479,8929500,0.0,0.0
2021-12-14,18.545,18.948,18.487,18.734,7643900,0.0,0.0
2021-12-15,19.516,19.516,18.775,19.022,11667900,0.0,0.0
2021-12-16,19.261,19.656,19.063,19.195,8581400,0.0,0.0
2021-12-17,19.055,19.137,18.504,18.528,19772200,0.0,0.0
2021-12-20,18.265,18.29,17.829,18.166,10854700,0.0,0.0
2021-12-21,18.413,18.767,18.405,18.676,6662200,0.0,0.0
2021-12-22,18.611,18.775,18.553,18.652,4748400,0.0,0.0
2021-12-23,18.792,18.964,18.652,18.718,4851200,0.0,0.0
2021-12-27,18.841,19.006,18.553,19.006,4040300,0.0,0.0
2021-12-28,18.882,19.17,18.882,19.088,3964000,0.0,0.0
2021-12-29,19.162,19.302,19.014,19.178,3667200,0.0,0.0
2021-12-30,19.269,19.392,19.071,19.088,3132300,0.0,0.0
2021-12-31,19.022,19.178,18.997,19.039,3397000,0.0,0.0
2022-01-03,19.302,19.598,19.277,19.409,6834300,0.0,0.0
2022-01-04,19.713,20.471,19.664,20.43,8397900,0.0,0.0
2022-01-05,20.578,20.8,20.298,20.306,10080400,0.0,0.0
2022-01-06,20.775,21.426,20.66,21.343,9425800,0.0,0.0
2022-01-07,21.401,21.771,21.286,21.689,11174500,0.0,0.0
2022-01-10,21.936,22.01,21.351,21.672,9951900,0.0,0.0
2022-01-11,21.821,21.845,21.384,21.755,7982800,0.0,0.0
2022-01-12,21.812,21.919,21.598,21.73,10741600,0.0,0.0
2022-01-13,21.837,22.133,21.771,21.977,10551600,0.0,0.0
2022-01-14,21.598,22.24,21.409,22.232,9869500,0.0,0.0
2022-01-18,22.347,22.364,21.747,21.895,6643800,0.0,0.0
2022-01-19,21.895,21.944,21.063,21.063,10692100,0.0,0.0
2022-01-20,21.195,21.442,20.627,20.685,10669000,0.0,0.0
2022-01-21,20.586,20.956,20.298,20.405,13063000,0.0,0.0
2022-01-24,20.043,20.652,19.689,20.57,11456600,0.0,0.0
2022-01-25,20.405,20.677,19.862,20.495,7949800,0.0,0.0
2022-01-26,20.693,20.956,20.372,20.775,13971100,0.0,0.0
2022-01-27,20.907,21.228,20.38,20.528,9332300,0.0,0.0
2022-01-28,20.471,20.685,20.183,20.685,8776500,0.0,0.0
2022-01-31,20.43,20.751,20.183,20.627,8375500,0.0,0.0
2022-02-01,20.602,21.08,20.479,21.03,6372000,0.0,0.0
2022-02-02,20.989,21.286,20.899,21.244,5676700,0.0,0.0
2022-02-03,21.36,21.516,21.047,21.08,6388300,0.0,0.0
2022-02-04,21.195,21.689,21.113,21.541,6724500,0.0,0.0
2022-02-07,21.541,21.845,21.442,21.738,7508600,0.0,0.0
2022-02-08,22.166,22.249,21.886,22.183,11143500,0.0,0.0
2022-02-09,22.142,22.183,21.919,21.977,6496500,0.0,0.0
2022-02-10,21.985,22.306,21.747,21.854,8221500,0.0,0.0
2022-02-11,21.697,22.158,21.417,21.582,11342100,0.0,0.0
2022-02-14,21.664,21.788,21.146,21.327,8755800,0.0,0.0
2022-02-15,21.549,21.895,21.516,21.837,6272200,0.0,0.0
2022-02-16,21.648,22.076,21.615,21.903,5209000,0.0,0.0
2022-02-17,21.648,21.697,21.088,21.179,6181400,0.0,0.0
2022-02-18,21.113,21.401,21.03,21.105,7210700,0.0,0.0
2022-02-22,21.121,21.253,20.882,21.063,7548500,0.0,0.0
2022-02-23,21.195,21.286,20.207,20.306,8771800,0.0,0.0
2022-02-24,19.631,19.911,19.162,19.862,12517100,0.0,0.0
2022-02-25,20.034,20.858,19.993,20.825,8884300,0.0,0.0
2022-02-28,20.107,20.796,20.107,20.796,11545700,0.195,0.0
2022-03-01,20.505,20.547,18.946,19.07,14839300,0.0,0.0
2022-03-02,19.41,20.19,19.41,20.049,12759200,0.0,0.0
2022-03-03,20.024,20.207,19.684,20.041,10191800,0.0,0.0
2022-03-04,19.327,19.535,18.971,19.261,8838100,0.0,0.0
2022-03-07,19.054,19.145,18.34,18.349,13428000,0.0,0.0
2022-03-08,18.788,19.137,18.332,18.581,12318900,0.0,0.0
2022-03-09,19.294,19.585,19.186,19.344,7809000,0.0,0.0
2022-03-10,18.987,19.385,18.855,19.045,11670900,0.0,0.0
2022-03-11,19.269,19.668,18.987,19.012,7928500,0.0,0.0
2022-03-14,19.41,20.165,19.394,19.75,11074500,0.0,0.0
2022-03-15,19.883,20.041,19.485,19.775,6940200,0.0,0.0
2022-03-16,20.149,20.497,19.775,20.207,12916900,0.0,0.0
2022-03-17,19.775,20.016,19.535,20.016,7443500,0.0,0.0
2022-03-18,19.983,19.983,19.435,19.85,24007000,0.0,0.0
2022-03-21,19.925,20.207,19.676,19.817,6494300,0.0,0.0
2022-03-22,20.14,20.422,20.033,20.182,6197900,0.0,0.0
2022-03-23,19.983,20.157,19.46,19.51,5056000,0.0,0.0
2022-03-24,19.684,19.825,19.468,19.576,5844900,0.0,0.0
2022-03-25,19.618,19.95,19.527,19.817,6459700,0.0,0.0
2022-03-28,19.643,19.643,19.12,19.435,6018300,0.0,0.0
2022-03-29,19.792,19.875,19.427,19.601,5608300,0.0,0.0
2022-03-30,19.593,19.618,18.921,19.087,8303100,0.0,0.0
2022-03-31,19.054,19.253,18.548,18.564,8962700,0.0,0.0
2022-04-01,18.755,18.871,17.876,17.967,14329300,0.0,0.0
2022-04-04,17.934,18.009,17.561,17.901,8741400,0.0,0.0
2022-04-05,17.785,18.067,17.685,17.71,9276200,0.0,0.0
2022-04-06,17.577,17.677,17.295,17.353,10894900,0.0,0.0
2022-04-07,17.411,17.469,16.955,17.196,9634000,0.0,0.0
2022-04-08,17.42,17.436,17.129,17.229,10992700,0.0,0.0
2022-04-11,17.237,17.718,17.187,17.303,7571600,0.0,0.0
2022-04-12,17.279,17.503,16.88,17.005,9048500,0.0,0.0
2022-04-13,16.814,17.079,16.756,17.071,12789100,0.0,0.0
2022-04-14,17.088,17.187,16.922,16.988,9067900,0.0,0.0
2022-04-18,16.972,17.254,16.938,17.229,9049300,0.0,0.0
2022-04-19,17.32,17.843,17.254,17.776,12486100,0.0,0.0
2022-04-20,18.009,18.39,17.892,18.042,13951100,0.0,0.0
