Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-06,238.524,239.306,234.45,236.825,5130700,0.0,0.0
2023-10-09,236.348,238.514,235.909,238.447,2782300,0.0,0.0
2023-10-10,240.165,241.796,239.001,239.974,3129600,0.0,0.0
2023-10-11,240.995,241.09,237.942,239.401,2919400,0.0,0.0
2023-10-12,240.136,240.575,234.593,234.889,3528300,0.0,0.0
2023-10-13,235.49,237.388,234.707,236.911,2646500,0.0,0.0
2023-10-16,237.779,238.991,236.682,238.466,2774700,0.0,0.0
2023-10-17,238.61,239.859,237.932,239.611,2627500,0.0,0.0
2023-10-18,241.243,245.288,240.756,244.277,4559200,0.0,0.0
2023-10-19,244.496,250.507,244.496,246.519,5646200,0.0,0.0
2023-10-20,247.072,248.389,245.737,246.261,3779200,0.0,0.0
2023-10-23,244.83,245.431,242.855,243.056,3409800,0.0,0.0
2023-10-24,242.989,245.927,242.989,245.46,2468000,0.0,0.0
2023-10-25,246.271,247.521,245.145,246.185,2759100,0.0,0.0
2023-10-26,246.5,247.626,243.943,244.086,2702600,0.0,0.0
2023-10-27,244.773,247.473,243.17,244.019,3209000,0.0,0.0
2023-10-30,248.16,250.03,242.912,248.208,6305100,0.0,0.0
2023-10-31,251.366,251.585,247.826,250.135,3990600,0.0,0.0
2023-11-01,250.927,251.299,247.902,249.944,3543000,0.0,0.0
2023-11-02,251.49,255.144,251.413,254.6,4109700,0.0,0.0
2023-11-03,255.278,256.279,253.303,255.573,3126500,0.0,0.0
2023-11-06,255.707,256.756,255.029,256.566,3090600,0.0,0.0
2023-11-07,256.461,257.405,255.802,256.337,2360800,0.0,0.0
2023-11-08,256.489,257.663,255.01,255.211,2223300,0.0,0.0
2023-11-09,255.926,256.022,253.732,254.657,2501700,0.0,0.0
2023-11-10,255.058,255.821,253.035,255.497,2664900,0.0,0.0
2023-11-13,255.125,257.338,254.991,256.842,2591900,0.0,0.0
2023-11-14,257.606,259.189,256.985,259.027,2647800,0.0,0.0
2023-11-15,259.924,260.563,256.67,257.978,2575900,0.0,0.0
2023-11-16,258.626,263.483,258.588,263.445,3593700,0.0,0.0
2023-11-17,263.855,264.399,262.519,263.092,2604800,0.0,0.0
2023-11-20,262.71,266.956,262.395,266.221,3499400,0.0,0.0
2023-11-21,267.022,267.786,265.649,267.595,2940800,0.0,0.0
2023-11-22,268.339,269.446,268.291,268.988,2285000,0.0,0.0
2023-11-24,269.055,269.618,268.129,269.57,1218000,0.0,0.0
2023-11-27,269.684,270.867,268.186,268.902,3703900,0.0,0.0
2023-11-28,268.578,270.524,268.435,269.141,2199600,0.0,0.0
2023-11-29,269.255,269.503,266.669,267.509,2433400,0.0,0.0
2023-11-30,269.15,270.936,266.885,270.513,5030400,1.67,0.0
2023-12-01,271.867,275.331,271.627,274.468,4967400,0.0,0.0
2023-12-04,273.537,275.85,273.537,274.631,3522900,0.0,0.0
2023-12-05,275.034,277.155,273.748,275.024,3005300,0.0,0.0
2023-12-06,275.207,275.821,272.011,275.331,2765100,0.0,0.0
2023-12-07,275.936,276.57,274.161,275.264,3131900,0.0,0.0
2023-12-08,275.783,276.33,273.594,274.055,3623600,0.0,0.0
2023-12-11,274.084,277.683,274.084,277.529,3353000,0.0,0.0
2023-12-12,277.501,279.977,276.915,279.708,2252200,0.0,0.0
2023-12-13,279.967,284.075,279.833,284.037,3312300,0.0,0.0
2023-12-14,282.76,283.404,276.435,278.365,4626800,0.0,0.0
2023-12-15,278.739,280.025,274.237,275.725,6328500,0.0,0.0
2023-12-18,277.05,278.912,276.003,278.566,2490100,0.0,0.0
2023-12-19,278.988,279.996,277.952,279.046,2054200,0.0,0.0
2023-12-20,279.046,279.948,277.117,277.376,2398500,0.0,0.0
2023-12-21,278.892,279.814,277.664,279.679,2313100,0.0,0.0
2023-12-22,279.017,280.716,278.825,279.977,1700300,0.0,0.0
2023-12-26,279.516,281.273,279.2,281.09,1381500,0.0,0.0
2023-12-27,280.745,282.789,280.706,282.712,1892100,0.0,0.0
2023-12-28,282.636,284.555,282.185,283.951,1907100,0.0,0.0
2023-12-29,283.941,284.92,283.442,284.594,2227800,0.0,0.0
2024-01-02,283.192,285.333,283.192,285.102,4458400,0.0,0.0
2024-01-03,285.064,286.014,282.424,282.559,3114800,0.0,0.0
2024-01-04,283.452,285.323,279.228,280.015,4615400,0.0,0.0
2024-01-05,277.587,278.662,275.658,277.376,3407300,0.0,0.0
2024-01-08,276.915,280.265,275.965,280.169,3097000,0.0,0.0
2024-01-09,277.99,279.18,275.965,279.18,2176400,0.0,0.0
2024-01-10,279.305,282.559,279.18,282.271,2199700,0.0,0.0
2024-01-11,282.616,283.096,278.969,282.328,2047400,0.0,0.0
2024-01-12,283.586,283.864,281.071,281.676,1714800,0.0,0.0
2024-01-16,281.676,282.424,278.326,279.391,2859000,0.0,0.0
2024-01-17,278.48,280.591,278.47,279.459,2008200,0.0,0.0
2024-01-18,280.351,282.645,279.603,282.53,2221200,0.0,0.0
2024-01-19,286.024,288.98,284.603,288.452,4250900,0.0,0.0
2024-01-22,288.855,290.237,285.774,286.417,3250200,0.0,0.0
2024-01-23,285.486,288.145,285.189,287.991,1874000,0.0,0.0
2024-01-24,287.943,289.901,287.281,288.366,3209700,0.0,0.0
2024-01-25,288.654,289.201,284.191,285.266,3219600,0.0,0.0
2024-01-26,283.461,284.085,279.977,280.514,4210500,0.0,0.0
2024-01-29,279.919,280.994,276.723,280.562,3899700,0.0,0.0
2024-01-30,280.399,283.068,278.537,282.808,2524200,0.0,0.0
2024-01-31,284.008,285.486,279.929,280.956,3476200,0.0,0.0
2024-02-01,279.977,286.149,278.614,286.101,3380600,0.0,0.0
2024-02-02,284.171,286.187,281.561,285.112,3971600,0.0,0.0
2024-02-05,275.475,279.727,271.943,274.477,7581900,0.0,0.0
2024-02-06,271.598,273.239,270.225,273.21,5927200,0.0,0.0
2024-02-07,273.594,278.854,272.692,275.783,3954700,0.0,0.0
2024-02-08,274.698,281.369,272.778,280.198,4605000,0.0,0.0
2024-02-09,280.409,280.754,277.309,277.837,3323000,0.0,0.0
2024-02-12,277.386,279.488,277.155,277.808,2392300,0.0,0.0
2024-02-13,277.03,278.249,274.189,275.571,2756100,0.0,0.0
2024-02-14,275.773,276.733,275.072,276.589,2139300,0.0,0.0
2024-02-15,276.33,280.361,275.735,280.131,2401400,0.0,0.0
2024-02-16,279.104,281.897,277.635,280.284,2837500,0.0,0.0
2024-02-20,280.265,283.624,280.111,280.889,2264000,0.0,0.0
2024-02-21,281.311,283.336,280.505,282.098,2076400,0.0,0.0
2024-02-22,282.185,284.747,281.465,284.027,3146600,0.0,0.0
2024-02-23,284.104,286.734,283.212,285.784,2199000,0.0,0.0
2024-02-26,286.225,286.676,284.488,285.179,2595300,0.0,0.0
2024-02-27,284.872,284.872,281.532,281.954,2811200,0.0,0.0
2024-02-28,282.213,284.2,280.956,283.327,2507300,0.0,0.0
2024-02-29,283.983,284.514,281.58,282.13,3601700,1.67,0.0
2024-03-01,281.271,282.506,279.475,280.634,3028900,0.0,0.0
2024-03-04,279.321,281.126,278.481,280.836,2832000,0.0,0.0
2024-03-05,281.435,283.317,278.886,282.381,2969600,0.0,0.0
2024-03-06,283.143,284.89,282.004,282.757,2348000,0.0,0.0
2024-03-07,283.983,284.678,280.923,281.0,2237700,0.0,0.0
2024-03-08,279.968,283.288,278.8,282.39,2482300,0.0,0.0
2024-03-11,282.004,285.19,281.734,284.582,2893300,0.0,0.0
2024-03-12,285.412,286.068,283.346,284.089,2233100,0.0,0.0
2024-03-13,282.11,283.278,272.786,273.037,5441300,0.0,0.0
2024-03-14,272.612,272.709,268.182,271.946,4659300,0.0,0.0
2024-03-15,272.101,274.359,268.713,269.446,5071700,0.0,0.0
2024-03-18,269.765,270.566,268.413,268.906,3319400,0.0,0.0
2024-03-19,269.504,274.523,268.906,273.047,4055400,0.0,0.0
2024-03-20,273.655,274.717,271.599,274.572,2867300,0.0,0.0
2024-03-21,274.62,275.662,272.825,273.684,3653300,0.0,0.0
2024-03-22,274.022,274.514,272.323,272.815,2556100,0.0,0.0
2024-03-25,270.276,270.836,267.998,268.944,2985500,0.0,0.0
2024-03-26,269.523,269.745,267.545,268.944,2572100,0.0,0.0
2024-03-27,268.442,272.496,268.442,272.226,2605000,0.0,0.0
2024-03-28,272.448,273.539,271.483,272.159,3453900,0.0,0.0
2024-04-01,271.724,271.772,268.963,270.489,2408800,0.0,0.0
2024-04-02,270.276,270.74,267.815,268.095,2907700,0.0,0.0
2024-04-03,266.965,268.307,265.595,265.971,2748000,0.0,0.0
2024-04-04,266.647,266.647,260.546,260.71,4095100,0.0,0.0
2024-04-05,260.064,261.222,257.11,257.428,6816000,0.0,0.0
2024-04-08,257.959,259.359,256.637,258.268,3753200,0.0,0.0
2024-04-09,256.975,260.305,256.28,260.083,3934900,0.0,0.0
2024-04-10,257.699,259.649,255.903,259.34,3817500,0.0,0.0
2024-04-11,260.141,260.508,257.872,259.291,2519200,0.0,0.0
2024-04-12,258.606,258.915,257.322,258.104,2708400,0.0,0.0
2024-04-15,258.558,259.195,256.811,256.984,3686700,0.0,0.0
2024-04-16,256.888,257.718,255.942,256.212,2912900,0.0,0.0
2024-04-17,257.245,260.739,256.299,260.575,3383100,0.0,0.0
2024-04-18,261.57,261.869,259.513,261.57,3402700,0.0,0.0
2024-04-19,262.564,262.766,261.087,262.544,3017100,0.0,0.0
2024-04-22,264.243,266.898,262.863,266.01,3129300,0.0,0.0
2024-04-23,267.207,267.767,264.716,267.265,3275700,0.0,0.0
2024-04-24,265.971,267.409,263.413,267.139,4071600,0.0,0.0
